instance_id,mode,certificate_pass,method,implemented_here,parameter,exponent_proxy,limitation
fallback_0002,chain_active,True,STN / MAST exact,False,not computed,,Masot-Llima and Nakhl tensor-network algorithms not implemented; only an upper-bound proxy reported
fallback_0003,clustered,True,dense TN proxy,True,w_TN_proxy,1.0,graph treewidth proxy only; no tensor-value contraction timing
fallback_0003,clustered,True,global PWB proxy,True,2 Lambda_glob,1.5741855868049464,quasiprobability burden proxy; not a simulator timing
fallback_0003,clustered,True,naive hybrid proxy,True,w_eff_proxy + 2 Lambda_glob,3.5741855868049464,uses global resource burden without local marginalization
fallback_0003,clustered,True,SLMS proxy,True,w_eff_proxy + 2 Lambda_msg,3.574185586804947,certificate exponent proxy; no wall-clock simulator benchmark
fallback_0003,clustered,True,focused-width proxy (legacy),True,"max(dense width proxy, active resource subtree score)",3.0,implemented_proxy_not_exact_focused_treewidth
fallback_0003,clustered,True,Codsi-Laakkonen focused tree-width,True,"frw_S balanced-separator size, Definition 14",1.0,exact; per arXiv:2603.06377
fallback_0003,clustered,True,Codsi-Laakkonen focused rank-width,True,"frw_S recursive-bipartition GF(2) cut-rank, Definition 13",1.0,exact; per arXiv:2603.06377
fallback_0003,clustered,True,Codsi-Laakkonen runtime exponent,True,"(log_{3/2} 4) * frw_S * log|S|, ln-scale",3.756180224591195,Theorem 8 of arXiv:2603.06377; uses our frw upper bound
fallback_0003,clustered,True,ZX (pyzx full_reduce + Bravyi-Gosset),True,"alpha_BG * T_count_after_reduction, ln-scale",0.8234588505052152,synthetic Clifford+T circuit derived from instance; pyzx full_reduce; not Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0003,clustered,True,STN-style upper bound,True,"alpha_BG * T_count + ln(active_resource_count), ln-scale",2.4328967629393157,tableau+Bravyi-Gosset upper bound; NOT the Masot-Llima or Nakhl algorithm
fallback_0003,clustered,True,opt_einsum/cotengra dense contraction,False,not available for graph-only instances,,tensor entries are not generated; width proxy reported instead
fallback_0003,clustered,True,ZX k-partition heuristic (pyzx),True,min_k max_part(alpha_BG*T_part*ln2)+cut_edges*ln2+ln(k),0.8234588505052152,best-effort pyzx graph partition diagnostic; NOT Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0003,clustered,True,ZX partitioning (Sutcliffe-Kissinger exact),False,not computed,,published Sutcliffe-Kissinger 2024-2025 algorithms not reimplemented; heuristic pyzx partition row is separate
fallback_0003,clustered,True,STN / MAST exact,False,not computed,,Masot-Llima and Nakhl tensor-network algorithms not implemented; only an upper-bound proxy reported
fallback_0004,grid_stabilizer_compressed,True,dense TN proxy,True,w_TN_proxy,4.0,graph treewidth proxy only; no tensor-value contraction timing
fallback_0004,grid_stabilizer_compressed,True,global PWB proxy,True,2 Lambda_glob,8.395656462959717,quasiprobability burden proxy; not a simulator timing
fallback_0004,grid_stabilizer_compressed,True,naive hybrid proxy,True,w_eff_proxy + 2 Lambda_glob,10.395656462959717,uses global resource burden without local marginalization
fallback_0004,grid_stabilizer_compressed,True,SLMS proxy,True,w_eff_proxy + 2 Lambda_msg,4.0989141157399285,certificate exponent proxy; no wall-clock simulator benchmark
fallback_0004,grid_stabilizer_compressed,True,focused-width proxy (legacy),True,"max(dense width proxy, active resource subtree score)",4.0,implemented_proxy_not_exact_focused_treewidth
fallback_0004,grid_stabilizer_compressed,True,Codsi-Laakkonen focused tree-width,True,"frw_S balanced-separator size, Definition 14",4.0,exact; per arXiv:2603.06377
fallback_0004,grid_stabilizer_compressed,True,Codsi-Laakkonen focused rank-width,True,"frw_S recursive-bipartition GF(2) cut-rank, Definition 13",4.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0004,grid_stabilizer_compressed,True,Codsi-Laakkonen runtime exponent,True,"(log_{3/2} 4) * frw_S * log|S|, ln-scale",37.91817381554087,Theorem 8 of arXiv:2603.06377; uses our frw upper bound
fallback_0004,grid_stabilizer_compressed,True,ZX (pyzx full_reduce + Bravyi-Gosset),True,"alpha_BG * T_count_after_reduction, ln-scale",4.391780536027814,synthetic Clifford+T circuit derived from instance; pyzx full_reduce; not Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0004,grid_stabilizer_compressed,True,STN-style upper bound,True,"alpha_BG * T_count + ln(active_resource_count), ln-scale",7.0998307371300236,tableau+Bravyi-Gosset upper bound; NOT the Masot-Llima or Nakhl algorithm
fallback_0004,grid_stabilizer_compressed,True,opt_einsum/cotengra dense contraction,False,not available for graph-only instances,,tensor entries are not generated; width proxy reported instead
fallback_0004,grid_stabilizer_compressed,True,ZX k-partition heuristic (pyzx),True,min_k max_part(alpha_BG*T_part*ln2)+cut_edges*ln2+ln(k),4.391780536027814,best-effort pyzx graph partition diagnostic; NOT Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0004,grid_stabilizer_compressed,True,ZX partitioning (Sutcliffe-Kissinger exact),False,not computed,,published Sutcliffe-Kissinger 2024-2025 algorithms not reimplemented; heuristic pyzx partition row is separate
fallback_0004,grid_stabilizer_compressed,True,STN / MAST exact,False,not computed,,Masot-Llima and Nakhl tensor-network algorithms not implemented; only an upper-bound proxy reported
fallback_0005,dense_like_active,True,dense TN proxy,True,w_TN_proxy,9.0,graph treewidth proxy only; no tensor-value contraction timing
fallback_0005,dense_like_active,True,global PWB proxy,True,2 Lambda_glob,5.247285289349822,quasiprobability burden proxy; not a simulator timing
fallback_0005,dense_like_active,True,naive hybrid proxy,True,w_eff_proxy + 2 Lambda_glob,10.247285289349822,uses global resource burden without local marginalization
fallback_0005,dense_like_active,True,SLMS proxy,True,w_eff_proxy + 2 Lambda_msg,10.247285289349822,certificate exponent proxy; no wall-clock simulator benchmark
fallback_0005,dense_like_active,True,focused-width proxy (legacy),True,"max(dense width proxy, active resource subtree score)",9.0,implemented_proxy_not_exact_focused_treewidth
fallback_0005,dense_like_active,True,Codsi-Laakkonen focused tree-width,True,"frw_S balanced-separator size, Definition 14",5.0,exact; per arXiv:2603.06377
fallback_0005,dense_like_active,True,Codsi-Laakkonen focused rank-width,True,"frw_S recursive-bipartition GF(2) cut-rank, Definition 13",1.0,tight_upper_bound; per arXiv:2603.06377
fallback_0005,dense_like_active,True,Codsi-Laakkonen runtime exponent,True,"(log_{3/2} 4) * frw_S * log|S|, ln-scale",7.872590431541722,Theorem 8 of arXiv:2603.06377; uses our frw upper bound
fallback_0005,dense_like_active,True,ZX (pyzx full_reduce + Bravyi-Gosset),True,"alpha_BG * T_count_after_reduction, ln-scale",2.744862835017383,synthetic Clifford+T circuit derived from instance; pyzx full_reduce; not Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0005,dense_like_active,True,STN-style upper bound,True,"alpha_BG * T_count + ln(active_resource_count), ln-scale",6.551525324787702,tableau+Bravyi-Gosset upper bound; NOT the Masot-Llima or Nakhl algorithm
fallback_0005,dense_like_active,True,opt_einsum/cotengra dense contraction,False,not available for graph-only instances,,tensor entries are not generated; width proxy reported instead
fallback_0005,dense_like_active,True,ZX k-partition heuristic (pyzx),True,min_k max_part(alpha_BG*T_part*ln2)+cut_edges*ln2+ln(k),2.744862835017383,best-effort pyzx graph partition diagnostic; NOT Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0005,dense_like_active,True,ZX partitioning (Sutcliffe-Kissinger exact),False,not computed,,published Sutcliffe-Kissinger 2024-2025 algorithms not reimplemented; heuristic pyzx partition row is separate
fallback_0005,dense_like_active,True,STN / MAST exact,False,not computed,,Masot-Llima and Nakhl tensor-network algorithms not implemented; only an upper-bound proxy reported
fallback_0006,local_failure,False,dense TN proxy,True,w_TN_proxy,1.0,graph treewidth proxy only; no tensor-value contraction timing
fallback_0006,local_failure,False,global PWB proxy,True,2 Lambda_glob,12.068756165504595,quasiprobability burden proxy; not a simulator timing
fallback_0006,local_failure,False,naive hybrid proxy,True,w_eff_proxy + 2 Lambda_glob,13.068756165504595,uses global resource burden without local marginalization
fallback_0006,local_failure,False,SLMS proxy,True,w_eff_proxy + 2 Lambda_msg,1.5247285289349821,certificate exponent proxy; no wall-clock simulator benchmark
fallback_0006,local_failure,False,focused-width proxy (legacy),True,"max(dense width proxy, active resource subtree score)",1.0,implemented_proxy_not_exact_focused_treewidth
fallback_0006,local_failure,False,Codsi-Laakkonen focused tree-width,True,"frw_S balanced-separator size, Definition 14",3.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0006,local_failure,False,Codsi-Laakkonen focused rank-width,True,"frw_S recursive-bipartition GF(2) cut-rank, Definition 13",7.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0006,local_failure,False,Codsi-Laakkonen runtime exponent,True,"(log_{3/2} 4) * frw_S * log|S|, ln-scale",75.04227872537281,Theorem 8 of arXiv:2603.06377; uses our frw upper bound
fallback_0006,local_failure,False,ZX (pyzx full_reduce + Bravyi-Gosset),True,"alpha_BG * T_count_after_reduction, ln-scale",6.313184520539982,synthetic Clifford+T circuit derived from instance; pyzx full_reduce; not Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0006,local_failure,False,STN-style upper bound,True,"alpha_BG * T_count + ln(active_resource_count), ln-scale",6.313184520539982,tableau+Bravyi-Gosset upper bound; NOT the Masot-Llima or Nakhl algorithm
fallback_0006,local_failure,False,opt_einsum/cotengra dense contraction,False,not available for graph-only instances,,tensor entries are not generated; width proxy reported instead
fallback_0006,local_failure,False,ZX k-partition heuristic (pyzx),True,min_k max_part(alpha_BG*T_part*ln2)+cut_edges*ln2+ln(k),6.313184520539982,best-effort pyzx graph partition diagnostic; NOT Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0006,local_failure,False,ZX partitioning (Sutcliffe-Kissinger exact),False,not computed,,published Sutcliffe-Kissinger 2024-2025 algorithms not reimplemented; heuristic pyzx partition row is separate
fallback_0006,local_failure,False,STN / MAST exact,False,not computed,,Masot-Llima and Nakhl tensor-network algorithms not implemented; only an upper-bound proxy reported
fallback_0007,mixed,True,dense TN proxy,True,w_TN_proxy,1.0,graph treewidth proxy only; no tensor-value contraction timing
fallback_0007,mixed,True,global PWB proxy,True,2 Lambda_glob,12.924513571394725,quasiprobability burden proxy; not a simulator timing
fallback_0007,mixed,True,naive hybrid proxy,True,w_eff_proxy + 2 Lambda_glob,13.924513571394725,uses global resource burden without local marginalization
fallback_0007,mixed,True,SLMS proxy,True,w_eff_proxy + 2 Lambda_msg,1.5247285289349821,certificate exponent proxy; no wall-clock simulator benchmark
fallback_0007,mixed,True,focused-width proxy (legacy),True,"max(dense width proxy, active resource subtree score)",4.0,implemented_proxy_not_exact_focused_treewidth
fallback_0007,mixed,True,Codsi-Laakkonen focused tree-width,True,"frw_S balanced-separator size, Definition 14",21.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0007,mixed,True,Codsi-Laakkonen focused rank-width,True,"frw_S recursive-bipartition GF(2) cut-rank, Definition 13",8.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0007,mixed,True,Codsi-Laakkonen runtime exponent,True,"(log_{3/2} 4) * frw_S * log|S|, ln-scale",88.04327308912667,Theorem 8 of arXiv:2603.06377; uses our frw upper bound
fallback_0007,mixed,True,ZX (pyzx full_reduce + Bravyi-Gosset),True,"alpha_BG * T_count_after_reduction, ln-scale",6.8621570875434585,synthetic Clifford+T circuit derived from instance; pyzx full_reduce; not Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0007,mixed,True,STN-style upper bound,True,"alpha_BG * T_count + ln(active_resource_count), ln-scale",8.24845144866335,tableau+Bravyi-Gosset upper bound; NOT the Masot-Llima or Nakhl algorithm
fallback_0007,mixed,True,opt_einsum/cotengra dense contraction,False,not available for graph-only instances,,tensor entries are not generated; width proxy reported instead
fallback_0007,mixed,True,ZX k-partition heuristic (pyzx),True,min_k max_part(alpha_BG*T_part*ln2)+cut_edges*ln2+ln(k),6.8621570875434585,best-effort pyzx graph partition diagnostic; NOT Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0007,mixed,True,ZX partitioning (Sutcliffe-Kissinger exact),False,not computed,,published Sutcliffe-Kissinger 2024-2025 algorithms not reimplemented; heuristic pyzx partition row is separate
fallback_0007,mixed,True,STN / MAST exact,False,not computed,,Masot-Llima and Nakhl tensor-network algorithms not implemented; only an upper-bound proxy reported
fallback_0008,leaf_local,True,dense TN proxy,True,w_TN_proxy,1.0,graph treewidth proxy only; no tensor-value contraction timing
fallback_0008,leaf_local,True,global PWB proxy,True,2 Lambda_glob,33.58262585183887,quasiprobability burden proxy; not a simulator timing
fallback_0008,leaf_local,True,naive hybrid proxy,True,w_eff_proxy + 2 Lambda_glob,34.58262585183887,uses global resource burden without local marginalization
fallback_0008,leaf_local,True,SLMS proxy,True,w_eff_proxy + 2 Lambda_msg,1.5247285289349821,certificate exponent proxy; no wall-clock simulator benchmark
fallback_0008,leaf_local,True,focused-width proxy (legacy),True,"max(dense width proxy, active resource subtree score)",1.0,implemented_proxy_not_exact_focused_treewidth
fallback_0008,leaf_local,True,Codsi-Laakkonen focused tree-width,True,"frw_S balanced-separator size, Definition 14",63.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0008,leaf_local,True,Codsi-Laakkonen focused rank-width,True,"frw_S recursive-bipartition GF(2) cut-rank, Definition 13",23.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0008,leaf_local,True,Codsi-Laakkonen runtime exponent,True,"(log_{3/2} 4) * frw_S * log|S|, ln-scale",327.0442491590399,Theorem 8 of arXiv:2603.06377; uses our frw upper bound
fallback_0008,leaf_local,True,ZX (pyzx full_reduce + Bravyi-Gosset),True,"alpha_BG * T_count_after_reduction, ln-scale",17.567122144111256,synthetic Clifford+T circuit derived from instance; pyzx full_reduce; not Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0008,leaf_local,True,STN-style upper bound,True,"alpha_BG * T_count + ln(active_resource_count), ln-scale",17.567122144111256,tableau+Bravyi-Gosset upper bound; NOT the Masot-Llima or Nakhl algorithm
fallback_0008,leaf_local,True,opt_einsum/cotengra dense contraction,False,not available for graph-only instances,,tensor entries are not generated; width proxy reported instead
fallback_0008,leaf_local,True,ZX k-partition heuristic (pyzx),True,min_k max_part(alpha_BG*T_part*ln2)+cut_edges*ln2+ln(k),17.567122144111256,best-effort pyzx graph partition diagnostic; NOT Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0008,leaf_local,True,ZX partitioning (Sutcliffe-Kissinger exact),False,not computed,,published Sutcliffe-Kissinger 2024-2025 algorithms not reimplemented; heuristic pyzx partition row is separate
fallback_0008,leaf_local,True,STN / MAST exact,False,not computed,,Masot-Llima and Nakhl tensor-network algorithms not implemented; only an upper-bound proxy reported
fallback_0009,path_active,True,dense TN proxy,True,w_TN_proxy,1.0,graph treewidth proxy only; no tensor-value contraction timing
fallback_0009,path_active,True,global PWB proxy,True,2 Lambda_glob,18.115428433740025,quasiprobability burden proxy; not a simulator timing
fallback_0009,path_active,True,naive hybrid proxy,True,w_eff_proxy + 2 Lambda_glob,19.115428433740025,uses global resource burden without local marginalization
fallback_0009,path_active,True,SLMS proxy,True,w_eff_proxy + 2 Lambda_msg,2.848844036755569,certificate exponent proxy; no wall-clock simulator benchmark
fallback_0009,path_active,True,focused-width proxy (legacy),True,"max(dense width proxy, active resource subtree score)",20.0,implemented_proxy_not_exact_focused_treewidth
fallback_0009,path_active,True,Codsi-Laakkonen focused tree-width,True,"frw_S balanced-separator size, Definition 14",16.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0009,path_active,True,Codsi-Laakkonen focused rank-width,True,"frw_S recursive-bipartition GF(2) cut-rank, Definition 13",10.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0009,path_active,True,Codsi-Laakkonen runtime exponent,True,"(log_{3/2} 4) * frw_S * log|S|, ln-scale",122.52132176124998,Theorem 8 of arXiv:2603.06377; uses our frw upper bound
fallback_0009,path_active,True,ZX (pyzx full_reduce + Bravyi-Gosset),True,"alpha_BG * T_count_after_reduction, ln-scale",9.88150620606258,synthetic Clifford+T circuit derived from instance; pyzx full_reduce; not Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0009,path_active,True,STN-style upper bound,True,"alpha_BG * T_count + ln(active_resource_count), ln-scale",13.595078272766887,tableau+Bravyi-Gosset upper bound; NOT the Masot-Llima or Nakhl algorithm
fallback_0009,path_active,True,opt_einsum/cotengra dense contraction,False,not available for graph-only instances,,tensor entries are not generated; width proxy reported instead
fallback_0009,path_active,True,ZX k-partition heuristic (pyzx),True,min_k max_part(alpha_BG*T_part*ln2)+cut_edges*ln2+ln(k),9.88150620606258,best-effort pyzx graph partition diagnostic; NOT Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0009,path_active,True,ZX partitioning (Sutcliffe-Kissinger exact),False,not computed,,published Sutcliffe-Kissinger 2024-2025 algorithms not reimplemented; heuristic pyzx partition row is separate
fallback_0009,path_active,True,STN / MAST exact,False,not computed,,Masot-Llima and Nakhl tensor-network algorithms not implemented; only an upper-bound proxy reported
fallback_0010,chain_active,True,dense TN proxy,True,w_TN_proxy,1.0,graph treewidth proxy only; no tensor-value contraction timing
fallback_0010,chain_active,True,global PWB proxy,True,2 Lambda_glob,16.79131292591944,quasiprobability burden proxy; not a simulator timing
fallback_0010,chain_active,True,naive hybrid proxy,True,w_eff_proxy + 2 Lambda_glob,17.79131292591944,uses global resource burden without local marginalization
fallback_0010,chain_active,True,SLMS proxy,True,w_eff_proxy + 2 Lambda_msg,17.79131292591943,certificate exponent proxy; no wall-clock simulator benchmark
fallback_0010,chain_active,True,focused-width proxy (legacy),True,"max(dense width proxy, active resource subtree score)",31.0,implemented_proxy_not_exact_focused_treewidth
fallback_0010,chain_active,True,Codsi-Laakkonen focused tree-width,True,"frw_S balanced-separator size, Definition 14",1.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0010,chain_active,True,Codsi-Laakkonen focused rank-width,True,"frw_S recursive-bipartition GF(2) cut-rank, Definition 13",9.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0010,chain_active,True,Codsi-Laakkonen runtime exponent,True,"(log_{3/2} 4) * frw_S * log|S|, ln-scale",106.64486385620869,Theorem 8 of arXiv:2603.06377; uses our frw upper bound
fallback_0010,chain_active,True,ZX (pyzx full_reduce + Bravyi-Gosset),True,"alpha_BG * T_count_after_reduction, ln-scale",8.783561072055628,synthetic Clifford+T circuit derived from instance; pyzx full_reduce; not Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0010,chain_active,True,STN-style upper bound,True,"alpha_BG * T_count + ln(active_resource_count), ln-scale",14.990136998780557,tableau+Bravyi-Gosset upper bound; NOT the Masot-Llima or Nakhl algorithm
fallback_0010,chain_active,True,opt_einsum/cotengra dense contraction,False,not available for graph-only instances,,tensor entries are not generated; width proxy reported instead
fallback_0010,chain_active,True,ZX k-partition heuristic (pyzx),True,min_k max_part(alpha_BG*T_part*ln2)+cut_edges*ln2+ln(k),8.783561072055628,best-effort pyzx graph partition diagnostic; NOT Sutcliffe-Kissinger cutting/parametric rewrites
fallback_0010,chain_active,True,ZX partitioning (Sutcliffe-Kissinger exact),False,not computed,,published Sutcliffe-Kissinger 2024-2025 algorithms not reimplemented; heuristic pyzx partition row is separate
fallback_0010,chain_active,True,STN / MAST exact,False,not computed,,Masot-Llima and Nakhl tensor-network algorithms not implemented; only an upper-bound proxy reported
fallback_0011,clustered,True,dense TN proxy,True,w_TN_proxy,1.0,graph treewidth proxy only; no tensor-value contraction timing
fallback_0011,clustered,True,global PWB proxy,True,2 Lambda_glob,16.266584396984456,quasiprobability burden proxy; not a simulator timing
fallback_0011,clustered,True,naive hybrid proxy,True,w_eff_proxy + 2 Lambda_glob,18.266584396984456,uses global resource burden without local marginalization
fallback_0011,clustered,True,SLMS proxy,True,w_eff_proxy + 2 Lambda_msg,18.26658439698445,certificate exponent proxy; no wall-clock simulator benchmark
fallback_0011,clustered,True,focused-width proxy (legacy),True,"max(dense width proxy, active resource subtree score)",31.0,implemented_proxy_not_exact_focused_treewidth
fallback_0011,clustered,True,Codsi-Laakkonen focused tree-width,True,"frw_S balanced-separator size, Definition 14",1.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0011,clustered,True,Codsi-Laakkonen focused rank-width,True,"frw_S recursive-bipartition GF(2) cut-rank, Definition 13",5.0,heuristic_upper_bound; per arXiv:2603.06377
fallback_0011,clustered,True,Codsi-Laakkonen runtime exponent,True,"(log_{3/2} 4) * frw_S * log|S|, ln-scale",58.70439900423774,Theorem 8 of arXiv:2603.06377; uses our frw upper bound
fallback_0011,clustered,True,ZX (pyzx full_reduce + Bravyi-Gosset),True,"alpha_BG * T_count_after_reduction, ln-scale",8.509074788553889,synthetic Clifford+T circuit derived from instance; pyzx full_reduce; not Sutcliffe-Kissinger cutting/parametric rewrites
